pid,name,district,district_en,metro,metro_en,x_coord,y_coord
BX10018478,罗湖地铁站D口,罗湖区,Luohu District,罗湖,Luohu,12703002.664957143,2575631.58695884
BX10018477,罗湖地铁站A1出口,罗湖区,Luohu District,罗湖,Luohu,12703074.58807432,2575515.958553873
BX10018475,罗湖地铁站A2口,罗湖区,Luohu District,罗湖,Luohu,12703043.590100037,2575537.9844151097
BX10018479,罗湖地铁站E2口,罗湖区,Luohu District,罗湖,Luohu,12703079.467215694,2575962.8308428405
BX10018472,罗湖地铁站E1口,罗湖区,Luohu District,罗湖,Luohu,12703019.15209536,2575871.305123774
BX10018473,罗湖地铁站B口,罗湖区,Luohu District,罗湖,Luohu,12703049.486647218,2575752.1430373103
BX10021979,罗湖地铁站出入口,罗湖区,Luohu District,罗湖,Luohu,12702962.83894598,2575998.3995500444
BX10021977,罗湖地铁站出入口,罗湖区,Luohu District,罗湖,Luohu,12703169.783315327,2575962.1916288426
BX10018474,罗湖地铁站A3出口,罗湖区,Luohu District,罗湖,Luohu,12703025.75219167,2575509.0452421214
BX10021978,罗湖地铁站出入口,罗湖区,Luohu District,罗湖,Luohu,12703092.62115986,2576013.339080057
BX10018532,国贸地铁站A口,罗湖区,Luohu District,国贸,Guomao,12703113.320068698,2576682.3542431854
BX10018531,国贸地铁站B口,罗湖区,Luohu District,国贸,Guomao,12703165.271810966,2576817.867814841
BX10018530,国贸地铁站E口,罗湖区,Luohu District,国贸,Guomao,12703002.486741811,2576742.393554509
BX10018533,国贸地铁站C口,罗湖区,Luohu District,国贸,Guomao,12703157.684723703,2576899.453486701
BX10018534,国贸地铁站D口,罗湖区,Luohu District,国贸,Guomao,12703038.15965184,2576845.7116571004
BX10018270,老街地铁站D口,罗湖区,Luohu District,老街,Laojie,12702754.16057237,2577314.785683749
BX10018264,老街地铁站A口,罗湖区,Luohu District,老街,Laojie,12702930.5360173,2577347.8345987583
BX10018267,老街地铁站C口,罗湖区,Luohu District,老街,Laojie,12702968.89697225,2577233.6113499333
BX10018269,老街地铁站G口,罗湖区,Luohu District,老街,Laojie,12702716.693630433,2577442.8734274614
BX10018268,老街地铁站F口,罗湖区,Luohu District,老街,Laojie,12702850.143186374,2577464.916407929
BX10018263,老街地铁站B口,罗湖区,Luohu District,老街,Laojie,12702740.22753565,2577268.9756349497
BX10018266,老街地铁站E口,罗湖区,Luohu District,老街,Laojie,12702810.569276301,2577382.9271889348
BX10018265,老街地铁站H口,罗湖区,Luohu District,老街,Laojie,12702746.463523885,2577389.383979427
BX10020844,老街地铁站出入口,罗湖区,Luohu District,老街,Laojie,12702911.574579332,2577473.886917144
BX10021982,老街地铁站出入口,罗湖区,Luohu District,老街,Laojie,12702861.516838662,2577438.289920828
BX10020843,老街地铁站出入口,罗湖区,Luohu District,老街,Laojie,12702871.440744169,2577418.41166998
BX10018328,大剧院地铁站B口,罗湖区,Luohu District,大剧院,Dajuyuan,12701732.156822214,2576976.226912185
BX10018331,大剧院地铁站C口,罗湖区,Luohu District,大剧院,Dajuyuan,12701980.349417012,2577031.7783035105
BX10018329,大剧院地铁站D口,罗湖区,Luohu District,大剧院,Dajuyuan,12702041.1985411,2577122.92429665
BX10018330,大剧院地铁站E口,罗湖区,Luohu District,大剧院,Dajuyuan,12701808.05416236,2576918.7694793553
BX10018327,大剧院地铁站F口,罗湖区,Luohu District,大剧院,Dajuyuan,12701971.883103266,2576962.353450234
BX10018570,华强路地铁站A口,福田区,Futian District,华强路,Huaqianglu,12699404.238513645,2576898.5831373725
BX10018572,华强路地铁站D口,福田区,Futian District,华强路,Huaqianglu,12699394.334166113,2576826.517400682
BX10018573,华强路地铁站B口,福田区,Futian District,华强路,Huaqianglu,12699195.71997263,2576894.257567292
BX10018571,华强路地铁站C口,福田区,Futian District,华强路,Huaqianglu,12699222.776098855,2576822.8906226098
BX10018206,购物公园地铁站B口,福田区,Futian District,购物公园,Gouwugongyuan,12695895.31148847,2576202.4946531286
BX10018204,购物公园地铁站E口,福田区,Futian District,购物公园,Gouwugongyuan,12695798.942653934,2575933.581825871
BX10018201,购物公园地铁站H口,福田区,Futian District,购物公园,Gouwugongyuan,12695717.778059963,2576143.6926432694
BX10018207,购物公园地铁站D口,福田区,Futian District,购物公园,Gouwugongyuan,12695984.365810985,2576143.1386355585
BX10018208,购物公园地铁站C口,福田区,Futian District,购物公园,Gouwugongyuan,12695876.082442502,2576139.9860113063
BX10018205,购物公园地铁站F口,福田区,Futian District,购物公园,Gouwugongyuan,12695795.26926764,2576013.8531209063
BX10018202,购物公园地铁站A5口,福田区,Futian District,购物公园,Gouwugongyuan,12696030.94538029,2576204.8698203964
BX10018203,购物公园地铁站G口,福田区,Futian District,购物公园,Gouwugongyuan,12695778.591756439,2576051.730277627
BX10018547,香蜜湖地铁站A口,福田区,Futian District,香蜜湖,Xiangmihu,12694250.946388014,2576733.2649512263
BX10018550,香蜜湖地铁站B口,福田区,Futian District,香蜜湖,Xiangmihu,12694088.83949388,2576705.0087342104
BX10018549,香蜜湖地铁站C1口,福田区,Futian District,香蜜湖,Xiangmihu,12694274.616097929,2576686.9233765164
BX10018548,香蜜湖地铁站C2口,福田区,Futian District,香蜜湖,Xiangmihu,12694280.177379586,2576592.782883165
BX10018568,竹子林地铁站A口,福田区,Futian District,竹子林,Zhuzilin,12691494.866592467,2576071.420110343
BX10018567,竹子林地铁站B2口,福田区,Futian District,竹子林,Zhuzilin,12691342.836687384,2576176.877296014
BX10018564,竹子林地铁站C口,福田区,Futian District,竹子林,Zhuzilin,12691383.379350342,2575997.297969601
BX10018565,竹子林地铁站B1口,福田区,Futian District,竹子林,Zhuzilin,12691358.168165222,2576057.8780206237
BX10018569,竹子林地铁站E口,福田区,Futian District,竹子林,Zhuzilin,12691445.675910918,2576012.2833868256
BX10018566,竹子林地铁站D口,福田区,Futian District,竹子林,Zhuzilin,12691414.916205551,2576005.3919573943
BX10018544,侨城东地铁站A口,南山区,Nanshan District,侨城东,Qiaochengdong,12689435.296423256,2575976.3105770187
BX10018543,侨城东地铁站B口,南山区,Nanshan District,侨城东,Qiaochengdong,12689379.005903693,2575877.1905741547
BX10018546,侨城东地铁站C1口,福田区,Futian District,侨城东,Qiaochengdong,12689585.98637239,2575781.90597403
BX10018545,侨城东地铁站C2口,福田区,Futian District,侨城东,Qiaochengdong,12689578.654428076,2575840.2593283616
BX10018489,华侨城地铁站A口,南山区,Nanshan District,华侨城,Huaqiaocheng,12688315.211288173,2576099.0235304954
BX10018490,华侨城地铁站B口,南山区,Nanshan District,华侨城,Huaqiaocheng,12688158.411549347,2576098.801375172
BX10018491,华侨城地铁站D口,南山区,Nanshan District,华侨城,Huaqiaocheng,12688310.441677356,2576007.3258350966
BX10018492,华侨城地铁站C口,南山区,Nanshan District,华侨城,Huaqiaocheng,12688174.740944872,2576010.5313365986
BX10018406,世界之窗地铁站A口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12687158.321515363,2576457.6815466573
BX10018411,世界之窗地铁站B口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686978.053416112,2576529.4506260776
BX10018401,世界之窗地铁站J口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12687119.342439905,2576366.4463185812
BX10018407,世界之窗地铁站H口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686907.639329609,2576444.6948076156
BX10018402,世界之窗地铁站I口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686945.625902329,2576442.41227866
BX10018405,世界之窗地铁站H1口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686877.31500865,2576471.9016813817
BX10023612,世界之窗地铁站B3口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12687000.82429543,2576503.591381067
BX10021937,世界之窗地铁站L口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12687034.256458184,2576499.031930691
BX10018409,世界之窗地铁站K口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12687045.369733175,2576390.531709653
BX10018410,世界之窗地铁站C1口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686889.416408215,2576565.3885986316
BX10019574,世界之窗地铁站C2口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686991.04857628,2576530.2553821616
BX10018408,世界之窗地铁站H2口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686963.620668823,2576420.424160721
BX10019575,世界之窗地铁站C3口,南山区,Nanshan District,世界之窗,Shijiezhichuang,12686931.403458085,2576533.0849635373
BX10018541,白石洲地铁站A口,南山区,Nanshan District,白石洲,Baishizhou,12686301.013491422,2576818.98591731
BX10018542,白石洲地铁站C口,南山区,Nanshan District,白石洲,Baishizhou,12686130.716650842,2576764.50795032
BX10018539,白石洲地铁站D口,南山区,Nanshan District,白石洲,Baishizhou,12686277.469284201,2576711.4277290767
BX10018540,白石洲地铁站B口,南山区,Nanshan District,白石洲,Baishizhou,12686150.04036835,2576870.1507691606
BX10018562,高新园地铁站A口,南山区,Nanshan District,高新园,Gaoxinyuan,12684822.807789655,2576928.0929737636
BX10018561,高新园地铁站C口,南山区,Nanshan District,高新园,Gaoxinyuan,12684649.43999421,2576824.7367314957
BX10018563,高新园地铁站B口,南山区,Nanshan District,高新园,Gaoxinyuan,12684628.650371253,2576932.7726225387
BX10018560,高新园地铁站D口,南山区,Nanshan District,高新园,Gaoxinyuan,12684835.927382048,2576828.7517911564
BX10018495,深大地铁站C口,南山区,Nanshan District,深大,Shenda,12683602.43461566,2576563.908964473
BX10018494,深大地铁站A3口,南山区,Nanshan District,深大,Shenda,12683642.5522214,2576882.8469587313
BX10027938,深大南地铁站A1口,南山区,Nanshan District,深大南,Shendanan,12682815.459996,2575063.362663131
BX10018493,深大地铁站A4口,南山区,Nanshan District,深大,Shenda,12683725.157614257,2576882.6813709745
BX10027937,深大南地铁站B口,南山区,Nanshan District,深大南,Shendanan,12682792.095441427,2575220.5477972636
BX10018496,深大地铁站A2口,南山区,Nanshan District,深大,Shenda,12683641.446225248,2576783.539818983
BX10032298,深大地铁站D口,南山区,Nanshan District,深大,Shenda,12683711.050398488,2576673.365349582
BX10018497,深大地铁站A1口,南山区,Nanshan District,深大,Shenda,12683642.003617924,2576757.988327928
BX10018536,桃园地铁站B口,南山区,Nanshan District,桃园,Taoyuan,12681430.045584504,2575954.0507777673
BX10018537,桃园地铁站A口,南山区,Nanshan District,桃园,Taoyuan,12681594.956305383,2575953.6260499004
BX10018538,桃园地铁站C口,南山区,Nanshan District,桃园,Taoyuan,12681436.39162392,2575900.775991624
BX10018535,桃园地铁站D口,南山区,Nanshan District,桃园,Taoyuan,12681535.763990156,2575866.8016002066
BX10018556,大新地铁站A口,南山区,Nanshan District,大新,Daxin,12680458.146766221,2575977.067285345
BX10018555,大新地铁站D口,南山区,Nanshan District,大新,Daxin,12680504.908442749,2575889.7828927566
BX10018557,大新地铁站B口,南山区,Nanshan District,大新,Daxin,12680417.40135087,2575970.465137901
BX10018559,大新地铁站C2口,南山区,Nanshan District,大新,Daxin,12680415.960803779,2575855.1326138806
BX10018558,大新地铁站C1口,南山区,Nanshan District,大新,Daxin,12680357.733579004,2575885.1771190716
BX10018503,鲤鱼门地铁站A口,南山区,Nanshan District,鲤鱼门,Liyumen,12679178.545410624,2575931.2658831975
BX10018505,鲤鱼门地铁站C口,南山区,Nanshan District,鲤鱼门,Liyumen,12679020.262694739,2575857.519965523
BX10018504,鲤鱼门地铁站D口,南山区,Nanshan District,鲤鱼门,Liyumen,12679177.658707745,2575855.8232632405
BX10018506,鲤鱼门地铁站B口,南山区,Nanshan District,鲤鱼门,Liyumen,12679025.160788616,2575913.8005475216
BX10018577,新安地铁站A口,宝安区,Baoan District,新安,Xinan,12678260.76622539,2577714.282160561
BX10018576,新安地铁站C口,宝安区,Baoan District,新安,Xinan,12678076.221155323,2577889.46726994
BX10018578,新安地铁站D口,宝安区,Baoan District,新安,Xinan,12678025.96427132,2577850.8795763077
BX10018574,新安地铁站E口,宝安区,Baoan District,新安,Xinan,12678185.776867935,2577643.510289346
BX10018575,新安地铁站B口,宝安区,Baoan District,新安,Xinan,12678185.324691415,2577753.9121451494
BX10018522,宝体地铁站B口,宝安区,Baoan District,宝体,Baoti,12676681.446933398,2579344.355080966
BX10018521,宝体地铁站E口,宝安区,Baoan District,宝体,Baoti,12676488.654233566,2579485.563688475
BX10018524,宝体地铁站D口,宝安区,Baoan District,宝体,Baoti,12676637.524367752,2579215.944676473
BX10018520,宝体地铁站C口,宝安区,Baoan District,宝体,Baoti,12676599.389298141,2579255.6860652585
BX10018523,宝体地铁站A口,宝安区,Baoan District,宝体,Baoti,12676762.399269326,2579227.8690028223
BX10018525,宝体地铁站F口,宝安区,Baoan District,宝体,Baoti,12676496.57615899,2579397.820747041
BX10018487,坪洲地铁站D口,宝安区,Baoan District,坪洲,Pingzhou,12675522.6053964,2580268.697453897
BX10018486,坪洲地铁站B口,宝安区,Baoan District,坪洲,Pingzhou,12675447.865993112,2580398.182954357
BX10018488,坪洲地铁站C口,宝安区,Baoan District,坪洲,Pingzhou,12675403.585440263,2580370.761605518
BX10018485,坪洲地铁站A口,宝安区,Baoan District,坪洲,Pingzhou,12675559.299298674,2580305.5096569234
BX10018583,西乡地铁站A口,宝安区,Baoan District,西乡,Xixiang,12674640.285632033,2581121.3839189615
BX10018585,西乡地铁站C口,宝安区,Baoan District,西乡,Xixiang,12674483.866970403,2581131.1462765057
BX10018581,西乡地铁站B口,宝安区,Baoan District,西乡,Xixiang,12674524.584455125,2581222.10249648
BX10018579,西乡地铁站D口,宝安区,Baoan District,西乡,Xixiang,12674561.297067823,2581109.327861667
BX10018584,西乡地铁站G口,宝安区,Baoan District,西乡,Xixiang,12674729.324819539,2580938.048407047
BX10018582,西乡地铁站E口,宝安区,Baoan District,西乡,Xixiang,12674769.595457457,2580997.0558692627
BX10018580,西乡地铁站F口,宝安区,Baoan District,西乡,Xixiang,12674647.53906507,2581092.946064485
BX10018498,固戍地铁站F口,宝安区,Baoan District,固戍,Gushu,12672822.577580914,2584103.308828309
BX10018502,固戍地铁站A口,宝安区,Baoan District,固戍,Gushu,12672903.823719252,2584133.4830970853
BX10018499,固戍地铁站C口,宝安区,Baoan District,固戍,Gushu,12672822.230275342,2584314.899888894
BX10018501,固戍地铁站D口,宝安区,Baoan District,固戍,Gushu,12672685.06071275,2584414.4669397254
BX10018500,固戍地铁站E口,宝安区,Baoan District,固戍,Gushu,12672774.915505195,2584215.5846024235
BX10018526,后瑞地铁站A口,宝安区,Baoan District,后瑞,Hourui,12671603.68055285,2587527.765774319
BX10018528,后瑞地铁站B口,宝安区,Baoan District,后瑞,Hourui,12671543.735525893,2587632.0714937565
BX10018527,后瑞地铁站C口,宝安区,Baoan District,后瑞,Hourui,12671465.828512544,2587588.5027691657
BX10018529,后瑞地铁站D口,宝安区,Baoan District,后瑞,Hourui,12671531.354867958,2587480.9530497487
BX10021936,机场东地铁站A口,宝安区,Baoan District,机场东,Jichangdong,12670130.623221572,2589680.4563179417
BX10018513,机场东地铁站D口,宝安区,Baoan District,机场东,Jichangdong,12670155.848337498,2589690.8791218004
BX10018514,机场东地铁站C口,宝安区,Baoan District,机场东,Jichangdong,12670108.520226361,2589724.067942137
BX10018512,机场东地铁站B口,宝安区,Baoan District,机场东,Jichangdong,12670125.037508434,2589761.125319368
BX10030120,盐田路地铁站E口,盐田区,Yantian District,盐田路,Yantianlu,12718424.842142006,2582872.276807694
BX10030119,盐田路地铁站F口,盐田区,Yantian District,盐田路,Yantianlu,12718366.939540489,2582802.3688762775
BX10030141,盐田路地铁站C口,盐田区,Yantian District,盐田路,Yantianlu,12718303.919480441,2582621.549768307
BX10030140,盐田路地铁站G口,盐田区,Yantian District,盐田路,Yantianlu,12718257.478589613,2582658.9320615847
BX10030121,盐田路地铁站D口,盐田区,Yantian District,盐田路,Yantianlu,12718428.856499799,2582778.4826112106
BX10032051,盐田路地铁站H1口,盐田区,Yantian District,盐田路,Yantianlu,12718167.71935528,2582619.889246616
BX10030139,盐田路地铁站H2口,盐田区,Yantian District,盐田路,Yantianlu,12718155.57961691,2582629.17411746
BX10030118,深外高中地铁站A口,盐田区,Yantian District,深外高中,Shenwaigaozhong,12717118.7867246,2582087.021624329
BX10030116,深外高中地铁站B1口,盐田区,Yantian District,深外高中,Shenwaigaozhong,12717176.603432115,2582184.0780860106
BX10030117,深外高中地铁站C口,盐田区,Yantian District,深外高中,Shenwaigaozhong,12716923.477880757,2582016.932477376
BX10030134,深外高中地铁站B2口,盐田区,Yantian District,深外高中,Shenwaigaozhong,12717292.579122454,2582176.1412443593
BX10030126,盐田港西地铁站C口,盐田区,Yantian District,盐田港西,Yantiangangxi,12717260.319573773,2579445.4381263386
BX10030122,盐田港西地铁站A1口,盐田区,Yantian District,盐田港西,Yantiangangxi,12717351.89128944,2579493.5453601168
BX10030125,盐田港西地铁站B1口,盐田区,Yantian District,盐田港西,Yantiangangxi,12717501.273974143,2579562.8688868154
BX10030124,盐田港西地铁站B2口,盐田区,Yantian District,盐田港西,Yantiangangxi,12717489.241420342,2579592.27910602
BX10030123,盐田港西地铁站A2口,盐田区,Yantian District,盐田港西,Yantiangangxi,12717396.337439682,2579547.06901924
BX10030072,海山地铁站C口,盐田区,Yantian District,海山,Haishan,12716412.756111197,2578780.061567927
BX10030070,海山地铁站B口,盐田区,Yantian District,海山,Haishan,12716449.311986502,2578722.9461074807
BX10030071,海山地铁站A1口,盐田区,Yantian District,海山,Haishan,12716255.740563145,2578610.8770799725
BX10030069,海山地铁站A2口,盐田区,Yantian District,海山,Haishan,12716224.42070227,2578659.79633771
BX10030067,沙头角地铁站C口,盐田区,Yantian District,沙头角,Shatoujiao,12714796.293141594,2578582.2613733285
BX10030066,沙头角地铁站B口,盐田区,Yantian District,沙头角,Shatoujiao,12714861.63718949,2578524.592943255
BX10030065,沙头角地铁站A2口,盐田区,Yantian District,沙头角,Shatoujiao,12714573.833875878,2578594.4411663003
BX10030068,沙头角地铁站A1口,盐田区,Yantian District,沙头角,Shatoujiao,12714647.657644935,2578531.6035363176
BX10030063,梧桐山南地铁站D口,罗湖区,Luohu District,梧桐山南,Wutongshannan,12710288.193006027,2578990.9124482195
BX10030064,梧桐山南地铁站A1口,罗湖区,Luohu District,梧桐山南,Wutongshannan,12710118.757436432,2579032.158226324
BX10030061,梧桐山南地铁站A2口,罗湖区,Luohu District,梧桐山南,Wutongshannan,12710156.704378894,2579078.1577532603
BX10030062,梧桐山南地铁站C1口,罗湖区,Luohu District,梧桐山南,Wutongshannan,12710329.94560208,2578845.511674348
BX10030060,莲塘地铁站D口,罗湖区,Luohu District,莲塘,Liantang,12709117.37119349,2579743.8195320237
BX10030058,莲塘地铁站C口,罗湖区,Luohu District,莲塘,Liantang,12709292.617677981,2579744.298432428
BX10030059,莲塘地铁站A口,罗湖区,Luohu District,莲塘,Liantang,12709418.752215752,2579707.791859137
BX10030135,莲塘口岸地铁站D口,罗湖区,Luohu District,莲塘口岸,Liantangkouan,12707095.259108815,2578395.321024672
BX10030056,莲塘口岸地铁站B口,罗湖区,Luohu District,莲塘口岸,Liantangkouan,12707270.482065424,2578496.5438775662
BX10030057,莲塘口岸地铁站C口,罗湖区,Luohu District,莲塘口岸,Liantangkouan,12707134.875733675,2578477.4785656454
BX10030137,莲塘口岸地铁站A1口,罗湖区,Luohu District,莲塘口岸,Liantangkouan,12707180.0824024,2578403.3190079634
BX10030138,莲塘口岸地铁站A3口,罗湖区,Luohu District,莲塘口岸,Liantangkouan,12707307.87587074,2578434.0612216587
BX10030136,莲塘口岸地铁站A2口,罗湖区,Luohu District,莲塘口岸,Liantangkouan,12707228.18599407,2578416.6704762513
BX10030051,仙湖路地铁站A1口,罗湖区,Luohu District,仙湖路,Xianhulu,12708395.964297527,2579636.15182358
BX10030055,仙湖路地铁站B2口,罗湖区,Luohu District,仙湖路,Xianhulu,12708485.591392875,2579719.0232773703
BX10030052,仙湖路地铁站C3口,罗湖区,Luohu District,仙湖路,Xianhulu,12708362.803325495,2579795.5563538997
BX10030053,仙湖路地铁站C2口,罗湖区,Luohu District,仙湖路,Xianhulu,12708363.25137169,2579769.2798646567
BX10030054,仙湖路地铁站A2口,罗湖区,Luohu District,仙湖路,Xianhulu,12708396.523771914,2579613.1302813967
BX10032864,仙湖路地铁站C1口,罗湖区,Luohu District,仙湖路,Xianhulu,12708202.409236224,2579712.1800329746
BX10030050,仙湖路地铁站B1口,罗湖区,Luohu District,仙湖路,Xianhulu,12708463.936833197,2579718.6175539233
BX10018386,新秀地铁站A口,罗湖区,Luohu District,新秀,Xinxiu,12706302.468040688,2577734.91499693
BX10018387,新秀地铁站B口,罗湖区,Luohu District,新秀,Xinxiu,12706561.823556233,2577737.5569090955
BX10021900,黄贝岭地铁站H口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12704953.022171944,2577485.2393269525
BX10018362,黄贝岭地铁站B口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12705014.823227057,2577580.0651519694
BX10018364,黄贝岭地铁站D口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12705193.780913861,2577533.214773239
BX10018361,黄贝岭地铁站A口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12705107.757548241,2577592.259497481
BX10018363,黄贝岭地铁站C口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12705091.473324724,2577514.254639249
BX10021899,黄贝岭地铁站F1口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12704809.328019032,2577533.7189750434
BX10021898,黄贝岭地铁站E口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12704904.153478637,2577554.347847109
BX10021901,黄贝岭地铁站G2口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12704890.770672467,2577476.950919436
BX10021902,黄贝岭地铁站G1口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12704797.841799125,2577460.543593538
BX10021903,黄贝岭地铁站F2口,罗湖区,Luohu District,黄贝岭,Huangbeiling,12704875.816901475,2577552.3774779476
BX10018344,湖贝地铁站A口,罗湖区,Luohu District,湖贝,Hubei,12703948.429729635,2577315.383875062
BX10018347,湖贝地铁站C口,罗湖区,Luohu District,湖贝,Hubei,12703687.567089181,2577327.976321467
BX10020591,湖贝地铁站B口,罗湖区,Luohu District,湖贝,Hubei,12703809.126478778,2577368.972719398
BX10018346,湖贝地铁站D口,罗湖区,Luohu District,湖贝,Hubei,12703759.947880756,2577296.722154874
BX10018360,燕南地铁站A口,福田区,Futian District,燕南,Yannan,12700202.282472124,2577286.450615992
BX10018358,燕南地铁站C口,福田区,Futian District,燕南,Yannan,12700088.012001108,2577375.7898338987
BX10018359,燕南地铁站B口,福田区,Futian District,燕南,Yannan,12700266.208110597,2577334.4042432224
BX10018376,华强北地铁站C口,福田区,Futian District,华强北,Huaqiangbei,12699184.892045964,2577384.792851342
BX10018377,华强北地铁站B口,福田区,Futian District,华强北,Huaqiangbei,12699492.272984138,2577434.136475462
BX10018375,华强北地铁站A口,福田区,Futian District,华强北,Huaqiangbei,12699394.972399909,2577320.6589184953
BX10021913,华强北地铁站D1口,福田区,Futian District,华强北,Huaqiangbei,12699526.251342801,2577102.1959024095
BX10021915,华强北地铁站E1口,福田区,Futian District,华强北,Huaqiangbei,12699524.575178104,2577202.9539416367
BX10021916,华强北地铁站E2口,福田区,Futian District,华强北,Huaqiangbei,12699524.46188542,2577235.374764921
BX10021914,华强北地铁站D2口,福田区,Futian District,华强北,Huaqiangbei,12699526.250224737,2577120.7563895034
BX10018322,市民中心地铁站E口,福田区,Futian District,市民中心,Shiminzhongxin,12696651.018009681,2576895.8392826915
BX10018325,市民中心地铁站B口,福田区,Futian District,市民中心,Shiminzhongxin,12696709.83258549,2577118.5810792586
BX10018323,市民中心地铁站A口,福田区,Futian District,市民中心,Shiminzhongxin,12696727.857148344,2576970.307307519
BX10018324,市民中心地铁站F口,福田区,Futian District,市民中心,Shiminzhongxin,12696780.354990518,2576852.5876116874
BX10018321,市民中心地铁站C口,福田区,Futian District,市民中心,Shiminzhongxin,12696625.875452718,2577069.0738443634
BX10018326,市民中心地铁站D口,福田区,Futian District,市民中心,Shiminzhongxin,12696625.10456533,2576943.7323216926
BX10018348,莲花西地铁站A口,福田区,Futian District,莲花西,Lianhuaxi,12695394.65800623,2577673.574872138
BX10018349,莲花西地铁站B口,福田区,Futian District,莲花西,Lianhuaxi,12695395.66439478,2577573.415778369
BX10021924,景田地铁站A口,福田区,Futian District,景田,Jingtian,12694649.318170493,2578392.483716564
BX10021840,景田地铁站E口,福田区,Futian District,景田,Jingtian,12694598.633538892,2578590.5220852722
BX10018337,景田地铁站D口,福田区,Futian District,景田,Jingtian,12694834.231811004,2578464.467054382
BX10018338,景田地铁站C口,福田区,Futian District,景田,Jingtian,12694823.67763496,2578408.9281915007
BX10021925,景田地铁站B口,福田区,Futian District,景田,Jingtian,12694747.555194682,2578380.6694803303
BX10018339,景田地铁站F口,福田区,Futian District,景田,Jingtian,12694614.7551977,2578445.482903943
BX10018413,香梅北地铁站B3口,福田区,Futian District,香梅北,Xiangmeibei,12693677.769600308,2578527.14811395
BX10018415,香梅北地铁站D口,福田区,Futian District,香梅北,Xiangmeibei,12693416.265459623,2578470.8713211403
BX10018414,香梅北地铁站B1口,福田区,Futian District,香梅北,Xiangmeibei,12693530.352749007,2578483.3250807687
BX10018412,香梅北地铁站B2口,福田区,Futian District,香梅北,Xiangmeibei,12693617.896328105,2578424.5019728886
BX10018368,香蜜地铁站D口,福田区,Futian District,香蜜,Xiangmi,12692445.253120936,2578382.2541401796
BX10018369,香蜜地铁站B口,福田区,Futian District,香蜜,Xiangmi,12692601.747974169,2578325.853068448
BX10018372,侨香地铁站C口,福田区,Futian District,侨香,Qiaoxiang,12691517.844458938,2578090.3391150627
BX10018374,侨香地铁站B口,福田区,Futian District,侨香,Qiaoxiang,12691562.715646362,2577964.4851943296
BX10018373,侨香地铁站A口,福田区,Futian District,侨香,Qiaoxiang,12691419.355384318,2577916.852824709
BX10018388,安托山地铁站C口,福田区,Futian District,安托山,Antuoshan,12690618.958151007,2577902.0915636276
BX10018390,安托山地铁站A口,福田区,Futian District,安托山,Antuoshan,12690498.038923897,2577857.6514391634
BX10021917,安托山地铁站B口,福田区,Futian District,安托山,Antuoshan,12690635.511298615,2577763.672496341
BX10018389,安托山地铁站D口,福田区,Futian District,安托山,Antuoshan,12690533.12474568,2577900.444146259
BX10021794,安托山地铁站E口,福田区,Futian District,安托山,Antuoshan,12690539.67306974,2577950.8031813726
BX10018320,深康地铁站A口,福田区,Futian District,深康,Shenkang,12689665.162246123,2577554.6156409006
BX10018319,深康地铁站C口,福田区,Futian District,深康,Shenkang,12689799.066947138,2577663.7326222556
BX10018318,深康地铁站B口,福田区,Futian District,深康,Shenkang,12689849.814164396,2577610.895772368
BX10018351,侨城北地铁站B口,南山区,Nanshan District,侨城北,Qiaochengbei,12688677.705850204,2577234.8411427774
BX10018350,侨城北地铁站D口,南山区,Nanshan District,侨城北,Qiaochengbei,12688644.38218519,2577416.2170741903
BX10018352,侨城北地铁站C口,南山区,Nanshan District,侨城北,Qiaochengbei,12688752.210653238,2577316.4350175657
BX10018367,红树湾地铁站B口,南山区,Nanshan District,红树湾,Hongshuwan,12686425.756998895,2575019.0909945383
BX10018365,红树湾地铁站A口,南山区,Nanshan District,红树湾,Hongshuwan,12686280.901067793,2575022.516531833
BX10018366,红树湾地铁站D口,南山区,Nanshan District,红树湾,Hongshuwan,12686270.566607237,2575078.7036646144
BX10018393,科苑地铁站A口,南山区,Nanshan District,科苑,Keyuan,12683813.638692455,2575218.772153301
BX10018394,科苑地铁站D口,南山区,Nanshan District,科苑,Keyuan,12683808.738801964,2575360.5042071356
